stb->k,time,curX,curY,curZ,refX,refY,refZ,oldX,oldY,oldZ
685,1.62667E+18,-0.084792,0.1358,0.038634,-0.084792,0.1358,0.038634,-0.045254,0.060482,0.050839
686,1.62667E+18,-0.086085,0.129259,0.027202,-0.086085,0.129259,0.027202,-0.045148,0.061333,0.050805
687,1.62667E+18,-0.083758,0.121273,0.017457,-0.083758,0.121273,0.017457,-0.045077,0.062164,0.050683
688,1.62667E+18,-0.080042,0.118081,0.007978,-0.080042,0.118081,0.007978,-0.045032,0.062959,0.050489
689,1.62667E+18,-0.074694,0.111702,0.000162,-0.074694,0.111702,0.000162,-0.044977,0.063765,0.050216
690,1.62667E+18,-0.070959,0.106113,-0.00485,-0.070959,0.106113,-0.00485,-0.044914,0.064538,0.049874
691,1.62667E+18,-0.063664,0.101311,-0.007158,-0.063664,0.101311,-0.007158,-0.044839,0.065267,0.049479
692,1.62667E+18,-0.054385,0.102804,-0.008561,-0.054385,0.102804,-0.008561,-0.044755,0.065991,0.04902
693,1.62667E+18,-0.04663,0.10579,-0.008129,-0.04663,0.10579,-0.008129,-0.044664,0.066671,0.048512
694,1.62667E+18,-0.042043,0.102913,-0.00591,-0.042043,0.102913,-0.00591,-0.04457,0.067298,0.047967
695,1.62667E+18,-0.03922,0.097328,-0.002799,-0.03922,0.097328,-0.002799,-0.044492,0.067923,0.04738
696,1.62667E+18,-0.034429,0.094667,-0.002971,-0.034429,0.094667,-0.002971,-0.044425,0.06851,0.046765
697,1.62667E+18,-0.035545,0.093261,-0.002084,-0.035545,0.093261,-0.002084,-0.044368,0.06905,0.046133
698,1.62667E+18,-0.03684,0.08783,-0.003945,-0.03684,0.08783,-0.003945,-0.044325,0.069588,0.045461
699,1.62667E+18,-0.037891,0.076996,-0.004871,-0.037891,0.076996,-0.004871,-0.044271,0.070088,0.044769
700,1.62667E+18,-0.041989,0.06921,-0.004788,-0.041989,0.06921,-0.004788,-0.044198,0.070547,0.044067
701,1.62667E+18,-0.04422,0.066786,-0.003466,-0.04422,0.066786,-0.003466,-0.044107,0.070995,0.043315
702,1.62667E+18,-0.048137,0.074229,0.001205,-0.048137,0.074229,0.001205,-0.04397,0.071404,0.042538
703,1.62667E+18,-0.049966,0.080745,0.005793,-0.049966,0.080745,0.005793,-0.043785,0.07177,0.041748
704,1.62667E+18,-0.049,0.084995,0.009349,-0.049,0.084995,0.009349,-0.043565,0.072121,0.040912
705,1.62667E+18,-0.042106,0.084272,0.00955,-0.042106,0.084272,0.00955,-0.043303,0.072435,0.040056
706,1.62667E+18,-0.033285,0.07946,0.005227,-0.033285,0.07946,0.005227,-0.043005,0.072709,0.039194
707,1.62667E+18,-0.025339,0.074503,-0.001503,-0.025339,0.074503,-0.001503,-0.042699,0.072972,0.038307
708,1.62667E+18,-0.020847,0.067923,-0.009066,-0.020847,0.067923,-0.009066,-0.042399,0.073208,0.037425
709,1.62667E+18,-0.01677,0.063712,-0.013835,-0.01677,0.063712,-0.013835,-0.042113,0.073416,0.036559
710,1.62667E+18,-0.016756,0.062191,-0.016563,-0.016756,0.062191,-0.016563,-0.041846,0.073622,0.035689
711,1.62667E+18,-0.017256,0.061601,-0.016458,-0.017256,0.061601,-0.016458,-0.041616,0.073817,0.034843
712,1.62667E+18,-0.021047,0.063856,-0.013464,-0.021047,0.063856,-0.013464,-0.041427,0.073998,0.034027
713,1.62667E+18,-0.028397,0.06548,-0.008372,-0.028397,0.06548,-0.008372,-0.041251,0.074177,0.03322
714,1.62667E+18,-0.035294,0.069894,-0.001437,-0.035294,0.069894,-0.001437,-0.041097,0.074347,0.032444
715,1.62667E+18,-0.043676,0.072355,0.005179,-0.043676,0.072355,0.005179,-0.040966,0.074507,0.031703
716,1.62667E+18,-0.049479,0.072625,0.01135,-0.049479,0.072625,0.01135,-0.040815,0.074666,0.030972
717,1.62667E+18,-0.051016,0.080861,0.018495,-0.051016,0.080861,0.018495,-0.040653,0.074819,0.030273
718,1.62667E+18,-0.050026,0.082465,0.01455,-0.050026,0.082465,0.01455,-0.040479,0.074965,0.029607
719,1.62667E+18,-0.051806,0.090987,0.015943,-0.051806,0.090987,0.015943,-0.040282,0.075109,0.02895
720,1.62667E+18,-0.045716,0.086226,0.015747,-0.045716,0.086226,0.015747,-0.040077,0.075248,0.028322
721,1.62667E+18,-0.043539,0.08077,0.014811,-0.043539,0.08077,0.014811,-0.03987,0.07538,0.027725
722,1.62667E+18,-0.035465,0.075612,0.016146,-0.035465,0.075612,0.016146,-0.039671,0.075505,0.027135
723,1.62667E+18,-0.029664,0.077204,0.01545,-0.029664,0.077204,0.01545,-0.039505,0.075622,0.02657
724,1.62667E+18,-0.025317,0.080396,0.016215,-0.025317,0.080396,0.016215,-0.039378,0.07573,0.026033
725,1.62667E+18,-0.024533,0.085099,0.016418,-0.024533,0.085099,0.016418,-0.039293,0.075833,0.025504
726,1.62667E+18,-0.025393,0.08614,0.015934,-0.025393,0.08614,0.015934,-0.039266,0.075928,0.024998
727,1.62667E+18,-0.030557,0.085018,0.015922,-0.030557,0.085018,0.015922,-0.039297,0.076017,0.024518
728,1.62667E+18,-0.037983,0.081407,0.015696,-0.037983,0.081407,0.015696,-0.039365,0.076097,0.024047
729,1.62667E+18,-0.045519,0.077838,0.015403,-0.045519,0.077838,0.015403,-0.03947,0.076165,0.023597
730,1.62667E+18,-0.052778,0.075607,0.014676,-0.052778,0.075607,0.014676,-0.039604,0.076222,0.02317
731,1.62667E+18,-0.058032,0.07426,0.014776,-0.058032,0.07426,0.014776,-0.039742,0.076265,0.022754
732,1.62667E+18,-0.06075,0.075092,0.015006,-0.06075,0.075092,0.015006,-0.039873,0.076289,0.022356
733,1.62667E+18,-0.061056,0.078396,0.01537,-0.061056,0.078396,0.01537,-0.039991,0.076296,0.021979
734,1.62667E+18,-0.059054,0.08106,0.01593,-0.059054,0.08106,0.01593,-0.040098,0.076291,0.021611
735,1.62667E+18,-0.054513,0.081114,0.015832,-0.054513,0.081114,0.015832,-0.040188,0.076271,0.021262
736,1.62667E+18,-0.049647,0.075992,0.014681,-0.049647,0.075992,0.014681,-0.040261,0.076237,0.020931
